,Week,Interest,Country,Crypto
9500,2022-01-23,6,Korea,Dogecoin
9501,2022-01-30,6,Korea,Dogecoin
9502,2022-02-06,6,Korea,Dogecoin
9503,2022-02-13,7,Korea,Dogecoin
9504,2022-02-20,6,Korea,Dogecoin
9505,2022-02-27,5,Korea,Dogecoin
9506,2022-03-06,5,Korea,Dogecoin
9507,2022-03-13,4,Korea,Dogecoin
9508,2022-03-20,5,Korea,Dogecoin
9509,2022-03-27,6,Korea,Dogecoin
9510,2022-04-03,8,Korea,Dogecoin
9511,2022-04-10,7,Korea,Dogecoin
9512,2022-04-17,6,Korea,Dogecoin
9513,2022-04-24,8,Korea,Dogecoin
9514,2022-05-01,5,Korea,Dogecoin
9515,2022-05-08,8,Korea,Dogecoin
9516,2022-05-15,6,Korea,Dogecoin
9517,2022-05-22,5,Korea,Dogecoin
9518,2022-05-29,4,Korea,Dogecoin
9519,2022-06-05,4,Korea,Dogecoin
9520,2022-06-12,6,Korea,Dogecoin
9521,2022-06-19,6,Korea,Dogecoin
9522,2022-06-26,5,Korea,Dogecoin
9523,2022-07-03,4,Korea,Dogecoin
9524,2022-07-10,3,Korea,Dogecoin
9525,2022-07-17,4,Korea,Dogecoin
9526,2022-07-24,4,Korea,Dogecoin
9527,2022-07-31,4,Korea,Dogecoin
9528,2022-08-07,3,Korea,Dogecoin
9529,2022-08-14,5,Korea,Dogecoin
9530,2022-08-21,3,Korea,Dogecoin
9531,2022-08-28,3,Korea,Dogecoin
9532,2022-09-04,3,Korea,Dogecoin
9533,2022-09-11,3,Korea,Dogecoin
9534,2022-09-18,4,Korea,Dogecoin
9535,2022-09-25,4,Korea,Dogecoin
9536,2022-10-02,4,Korea,Dogecoin
9537,2022-10-09,3,Korea,Dogecoin
9538,2022-10-16,3,Korea,Dogecoin
9539,2022-10-23,9,Korea,Dogecoin
9540,2022-10-30,16,Korea,Dogecoin
9541,2022-11-06,9,Korea,Dogecoin
9542,2022-11-13,6,Korea,Dogecoin
9543,2022-11-20,5,Korea,Dogecoin
9544,2022-11-27,7,Korea,Dogecoin
9545,2022-12-04,5,Korea,Dogecoin
9546,2022-12-11,5,Korea,Dogecoin
9547,2022-12-18,5,Korea,Dogecoin
9548,2022-12-25,5,Korea,Dogecoin
9549,2023-01-01,4,Korea,Dogecoin
9550,2023-01-08,5,Korea,Dogecoin
9551,2023-01-15,5,Korea,Dogecoin
9552,2023-01-22,6,Korea,Dogecoin
9553,2023-01-29,7,Korea,Dogecoin
9554,2023-02-05,8,Korea,Dogecoin
9555,2023-02-12,7,Korea,Dogecoin
9556,2023-02-19,5,Korea,Dogecoin
9557,2023-02-26,5,Korea,Dogecoin
9558,2023-03-05,5,Korea,Dogecoin
9559,2023-03-12,5,Korea,Dogecoin
9560,2023-03-19,5,Korea,Dogecoin
9561,2023-03-26,4,Korea,Dogecoin
9562,2023-04-02,14,Korea,Dogecoin
9563,2023-04-09,7,Korea,Dogecoin
9564,2023-04-16,9,Korea,Dogecoin
9565,2023-04-23,6,Korea,Dogecoin
9566,2023-04-30,5,Korea,Dogecoin
9567,2023-05-07,5,Korea,Dogecoin
9568,2023-05-14,4,Korea,Dogecoin
9569,2023-05-21,3,Korea,Dogecoin
9570,2023-05-28,3,Korea,Dogecoin
9571,2023-06-04,3,Korea,Dogecoin
9572,2023-06-11,3,Korea,Dogecoin
9573,2023-06-18,3,Korea,Dogecoin
9574,2023-06-25,3,Korea,Dogecoin
9575,2023-07-02,3,Korea,Dogecoin
9576,2023-07-09,3,Korea,Dogecoin
9577,2023-07-16,3,Korea,Dogecoin
9578,2023-07-23,4,Korea,Dogecoin
9579,2023-07-30,3,Korea,Dogecoin
9580,2023-08-06,3,Korea,Dogecoin
9581,2023-08-13,3,Korea,Dogecoin
9582,2023-08-20,2,Korea,Dogecoin
9583,2023-08-27,2,Korea,Dogecoin
9584,2023-09-03,3,Korea,Dogecoin
9585,2023-09-10,2,Korea,Dogecoin
9586,2023-09-17,2,Korea,Dogecoin
9587,2023-09-24,2,Korea,Dogecoin
9588,2023-10-01,2,Korea,Dogecoin
9589,2023-10-08,2,Korea,Dogecoin
9590,2023-10-15,2,Korea,Dogecoin
9591,2023-10-22,3,Korea,Dogecoin
9592,2023-10-29,3,Korea,Dogecoin
9593,2023-11-05,3,Korea,Dogecoin
9594,2023-11-12,3,Korea,Dogecoin
9595,2023-11-19,3,Korea,Dogecoin
9596,2023-11-26,3,Korea,Dogecoin
9597,2023-12-03,5,Korea,Dogecoin
9598,2023-12-10,3,Korea,Dogecoin
9599,2023-12-17,3,Korea,Dogecoin
9600,2023-12-24,3,Korea,Dogecoin
9601,2023-12-31,3,Korea,Dogecoin
9602,2024-01-07,3,Korea,Dogecoin
9603,2024-01-14,3,Korea,Dogecoin
9604,2024-01-21,3,Korea,Dogecoin
9605,2024-01-28,2,Korea,Dogecoin
9606,2024-02-04,2,Korea,Dogecoin
9607,2024-02-11,2,Korea,Dogecoin
9608,2024-02-18,2,Korea,Dogecoin
9609,2024-02-25,5,Korea,Dogecoin
9610,2024-03-03,8,Korea,Dogecoin
9611,2024-03-10,7,Korea,Dogecoin
9612,2024-03-17,6,Korea,Dogecoin
9613,2024-03-24,8,Korea,Dogecoin
9614,2024-03-31,6,Korea,Dogecoin
9615,2024-04-07,6,Korea,Dogecoin
9616,2024-04-14,4,Korea,Dogecoin
9617,2024-04-21,4,Korea,Dogecoin
9618,2024-04-28,4,Korea,Dogecoin
9619,2024-05-05,4,Korea,Dogecoin
9620,2024-05-12,4,Korea,Dogecoin
9621,2024-05-19,5,Korea,Dogecoin
9622,2024-05-26,4,Korea,Dogecoin
9623,2024-06-02,4,Korea,Dogecoin
9624,2024-06-09,3,Korea,Dogecoin
9625,2024-06-16,3,Korea,Dogecoin
9626,2024-06-23,3,Korea,Dogecoin
9627,2024-06-30,3,Korea,Dogecoin
9628,2024-07-07,3,Korea,Dogecoin
9629,2024-07-14,3,Korea,Dogecoin
9630,2024-07-21,3,Korea,Dogecoin
9631,2024-07-28,2,Korea,Dogecoin
9632,2024-08-04,3,Korea,Dogecoin
9633,2024-08-11,2,Korea,Dogecoin
9634,2024-08-18,3,Korea,Dogecoin
9635,2024-08-25,3,Korea,Dogecoin
9636,2024-09-01,2,Korea,Dogecoin
9637,2024-09-08,2,Korea,Dogecoin
9638,2024-09-15,3,Korea,Dogecoin
9639,2024-09-22,3,Korea,Dogecoin
9640,2024-09-29,3,Korea,Dogecoin
9641,2024-10-06,3,Korea,Dogecoin
9642,2024-10-13,5,Korea,Dogecoin
9643,2024-10-20,4,Korea,Dogecoin
9644,2024-10-27,6,Korea,Dogecoin
9645,2024-11-03,15,Korea,Dogecoin
9646,2024-11-10,57,Korea,Dogecoin
9647,2024-11-17,29,Korea,Dogecoin
9648,2024-11-24,22,Korea,Dogecoin
9649,2024-12-01,29,Korea,Dogecoin
9650,2024-12-08,25,Korea,Dogecoin
9651,2024-12-15,21,Korea,Dogecoin
9652,2024-12-22,13,Korea,Dogecoin
9653,2024-12-29,13,Korea,Dogecoin
9654,2025-01-05,13,Korea,Dogecoin
9655,2025-01-12,14,Korea,Dogecoin
9656,2025-01-19,19,Korea,Dogecoin
9657,2025-01-26,11,Korea,Dogecoin
9658,2025-02-02,13,Korea,Dogecoin
9659,2025-02-09,10,Korea,Dogecoin
9660,2025-02-16,10,Korea,Dogecoin
9661,2025-02-23,10,Korea,Dogecoin
9662,2025-03-02,9,Korea,Dogecoin
9663,2025-03-09,9,Korea,Dogecoin
9664,2025-03-16,7,Korea,Dogecoin
9665,2025-03-23,6,Korea,Dogecoin
9666,2025-03-30,5,Korea,Dogecoin
9667,2025-04-06,6,Korea,Dogecoin
9668,2025-04-13,5,Korea,Dogecoin
9669,2025-04-20,5,Korea,Dogecoin
9670,2025-04-27,5,Korea,Dogecoin
9671,2025-05-04,5,Korea,Dogecoin
9672,2025-05-11,7,Korea,Dogecoin
9673,2025-05-18,5,Korea,Dogecoin
9674,2025-05-25,5,Korea,Dogecoin
9675,2025-06-01,5,Korea,Dogecoin
9676,2025-06-08,4,Korea,Dogecoin
9677,2025-06-15,4,Korea,Dogecoin
9678,2025-06-22,4,Korea,Dogecoin
9679,2025-06-29,4,Korea,Dogecoin
9680,2025-07-06,5,Korea,Dogecoin
9681,2025-07-13,8,Korea,Dogecoin
9682,2025-07-20,7,Korea,Dogecoin
9683,2025-07-27,5,Korea,Dogecoin
9684,2025-08-03,5,Korea,Dogecoin
9685,2025-08-10,6,Korea,Dogecoin
9686,2025-08-17,4,Korea,Dogecoin
9687,2025-08-24,4,Korea,Dogecoin
9688,2025-08-31,4,Korea,Dogecoin
9689,2025-09-07,8,Korea,Dogecoin
9690,2025-09-14,8,Korea,Dogecoin
9691,2025-09-21,5,Korea,Dogecoin
9692,2025-09-28,4,Korea,Dogecoin
9693,2025-10-05,5,Korea,Dogecoin
9694,2020-10-04,1,Mexico,Dogecoin
9695,2020-10-11,1,Mexico,Dogecoin
9696,2020-10-18,1,Mexico,Dogecoin
9697,2020-10-25,1,Mexico,Dogecoin
9698,2020-11-01,1,Mexico,Dogecoin
9699,2020-11-08,1,Mexico,Dogecoin
9700,2020-11-15,1,Mexico,Dogecoin
9701,2020-11-22,1,Mexico,Dogecoin
9702,2020-11-29,1,Mexico,Dogecoin
9703,2020-12-06,1,Mexico,Dogecoin
9704,2020-12-13,1,Mexico,Dogecoin
9705,2020-12-20,5,Mexico,Dogecoin
9706,2020-12-27,4,Mexico,Dogecoin
9707,2021-01-03,7,Mexico,Dogecoin
9708,2021-01-10,3,Mexico,Dogecoin
9709,2021-01-17,2,Mexico,Dogecoin
9710,2021-01-24,60,Mexico,Dogecoin
9711,2021-01-31,80,Mexico,Dogecoin
9712,2021-02-07,66,Mexico,Dogecoin
9713,2021-02-14,30,Mexico,Dogecoin
9714,2021-02-21,24,Mexico,Dogecoin
9715,2021-02-28,15,Mexico,Dogecoin
9716,2021-03-07,22,Mexico,Dogecoin
9717,2021-03-14,22,Mexico,Dogecoin
9718,2021-03-21,12,Mexico,Dogecoin
9719,2021-03-28,15,Mexico,Dogecoin
9720,2021-04-04,12,Mexico,Dogecoin
9721,2021-04-11,77,Mexico,Dogecoin
9722,2021-04-18,77,Mexico,Dogecoin
9723,2021-04-25,35,Mexico,Dogecoin
9724,2021-05-02,96,Mexico,Dogecoin
9725,2021-05-09,100,Mexico,Dogecoin
9726,2021-05-16,51,Mexico,Dogecoin
9727,2021-05-23,28,Mexico,Dogecoin
9728,2021-05-30,24,Mexico,Dogecoin
9729,2021-06-06,25,Mexico,Dogecoin
9730,2021-06-13,17,Mexico,Dogecoin
9731,2021-06-20,21,Mexico,Dogecoin
9732,2021-06-27,17,Mexico,Dogecoin
9733,2021-07-04,17,Mexico,Dogecoin
9734,2021-07-11,14,Mexico,Dogecoin
9735,2021-07-18,13,Mexico,Dogecoin
9736,2021-07-25,11,Mexico,Dogecoin
9737,2021-08-01,10,Mexico,Dogecoin
9738,2021-08-08,14,Mexico,Dogecoin
9739,2021-08-15,14,Mexico,Dogecoin
9740,2021-08-22,11,Mexico,Dogecoin
9741,2021-08-29,11,Mexico,Dogecoin
9742,2021-09-05,9,Mexico,Dogecoin
9743,2021-09-12,8,Mexico,Dogecoin
9744,2021-09-19,7,Mexico,Dogecoin
9745,2021-09-26,5,Mexico,Dogecoin
9746,2021-10-03,10,Mexico,Dogecoin
9747,2021-10-10,9,Mexico,Dogecoin
9748,2021-10-17,10,Mexico,Dogecoin
9749,2021-10-24,14,Mexico,Dogecoin
9750,2021-10-31,13,Mexico,Dogecoin
9751,2021-11-07,10,Mexico,Dogecoin
9752,2021-11-14,9,Mexico,Dogecoin
9753,2021-11-21,7,Mexico,Dogecoin
9754,2021-11-28,9,Mexico,Dogecoin
9755,2021-12-05,9,Mexico,Dogecoin
9756,2021-12-12,14,Mexico,Dogecoin
9757,2021-12-19,11,Mexico,Dogecoin
9758,2021-12-26,14,Mexico,Dogecoin
9759,2022-01-02,14,Mexico,Dogecoin
9760,2022-01-09,26,Mexico,Dogecoin
9761,2022-01-16,18,Mexico,Dogecoin
9762,2022-01-23,16,Mexico,Dogecoin
9763,2022-01-30,12,Mexico,Dogecoin
9764,2022-02-06,11,Mexico,Dogecoin
9765,2022-02-13,10,Mexico,Dogecoin
9766,2022-02-20,10,Mexico,Dogecoin
9767,2022-02-27,9,Mexico,Dogecoin
9768,2022-03-06,7,Mexico,Dogecoin
9769,2022-03-13,7,Mexico,Dogecoin
9770,2022-03-20,7,Mexico,Dogecoin
9771,2022-03-27,7,Mexico,Dogecoin
9772,2022-04-03,9,Mexico,Dogecoin
9773,2022-04-10,10,Mexico,Dogecoin
9774,2022-04-17,8,Mexico,Dogecoin
9775,2022-04-24,10,Mexico,Dogecoin
9776,2022-05-01,8,Mexico,Dogecoin
9777,2022-05-08,12,Mexico,Dogecoin
9778,2022-05-15,9,Mexico,Dogecoin
9779,2022-05-22,8,Mexico,Dogecoin
9780,2022-05-29,7,Mexico,Dogecoin
9781,2022-06-05,6,Mexico,Dogecoin
9782,2022-06-12,9,Mexico,Dogecoin
9783,2022-06-19,11,Mexico,Dogecoin
9784,2022-06-26,7,Mexico,Dogecoin
9785,2022-07-03,5,Mexico,Dogecoin
9786,2022-07-10,6,Mexico,Dogecoin
9787,2022-07-17,7,Mexico,Dogecoin
9788,2022-07-24,5,Mexico,Dogecoin
9789,2022-07-31,5,Mexico,Dogecoin
9790,2022-08-07,6,Mexico,Dogecoin
9791,2022-08-14,6,Mexico,Dogecoin
9792,2022-08-21,5,Mexico,Dogecoin
9793,2022-08-28,5,Mexico,Dogecoin
9794,2022-09-04,5,Mexico,Dogecoin
9795,2022-09-11,5,Mexico,Dogecoin
9796,2022-09-18,4,Mexico,Dogecoin
9797,2022-09-25,4,Mexico,Dogecoin
9798,2022-10-02,4,Mexico,Dogecoin
9799,2022-10-09,4,Mexico,Dogecoin
9800,2022-10-16,4,Mexico,Dogecoin
9801,2022-10-23,6,Mexico,Dogecoin
9802,2022-10-30,12,Mexico,Dogecoin
9803,2022-11-06,8,Mexico,Dogecoin
9804,2022-11-13,6,Mexico,Dogecoin
9805,2022-11-20,5,Mexico,Dogecoin
9806,2022-11-27,5,Mexico,Dogecoin
9807,2022-12-04,6,Mexico,Dogecoin
9808,2022-12-11,5,Mexico,Dogecoin
9809,2022-12-18,4,Mexico,Dogecoin
9810,2022-12-25,7,Mexico,Dogecoin
9811,2023-01-01,8,Mexico,Dogecoin
9812,2023-01-08,6,Mexico,Dogecoin
9813,2023-01-15,5,Mexico,Dogecoin
9814,2023-01-22,4,Mexico,Dogecoin
9815,2023-01-29,5,Mexico,Dogecoin
9816,2023-02-05,4,Mexico,Dogecoin
9817,2023-02-12,5,Mexico,Dogecoin
9818,2023-02-19,4,Mexico,Dogecoin
9819,2023-02-26,3,Mexico,Dogecoin
9820,2023-03-05,4,Mexico,Dogecoin
9821,2023-03-12,4,Mexico,Dogecoin
9822,2023-03-19,4,Mexico,Dogecoin
9823,2023-03-26,4,Mexico,Dogecoin
9824,2023-04-02,29,Mexico,Dogecoin
9825,2023-04-09,7,Mexico,Dogecoin
9826,2023-04-16,6,Mexico,Dogecoin
9827,2023-04-23,5,Mexico,Dogecoin
9828,2023-04-30,5,Mexico,Dogecoin
9829,2023-05-07,4,Mexico,Dogecoin
9830,2023-05-14,4,Mexico,Dogecoin
9831,2023-05-21,5,Mexico,Dogecoin
9832,2023-05-28,4,Mexico,Dogecoin
9833,2023-06-04,5,Mexico,Dogecoin
9834,2023-06-11,4,Mexico,Dogecoin
9835,2023-06-18,4,Mexico,Dogecoin
9836,2023-06-25,4,Mexico,Dogecoin
9837,2023-07-02,4,Mexico,Dogecoin
9838,2023-07-09,4,Mexico,Dogecoin
9839,2023-07-16,5,Mexico,Dogecoin
9840,2023-07-23,6,Mexico,Dogecoin
9841,2023-07-30,5,Mexico,Dogecoin
9842,2023-08-06,5,Mexico,Dogecoin
9843,2023-08-13,7,Mexico,Dogecoin
9844,2023-08-20,8,Mexico,Dogecoin
9845,2023-08-27,4,Mexico,Dogecoin
9846,2023-09-03,4,Mexico,Dogecoin
9847,2023-09-10,3,Mexico,Dogecoin
9848,2023-09-17,3,Mexico,Dogecoin
9849,2023-09-24,3,Mexico,Dogecoin
9850,2023-10-01,3,Mexico,Dogecoin
9851,2023-10-08,3,Mexico,Dogecoin
9852,2023-10-15,3,Mexico,Dogecoin
9853,2023-10-22,4,Mexico,Dogecoin
9854,2023-10-29,4,Mexico,Dogecoin
9855,2023-11-05,3,Mexico,Dogecoin
9856,2023-11-12,4,Mexico,Dogecoin
9857,2023-11-19,4,Mexico,Dogecoin
9858,2023-11-26,3,Mexico,Dogecoin
9859,2023-12-03,5,Mexico,Dogecoin
9860,2023-12-10,4,Mexico,Dogecoin
9861,2023-12-17,4,Mexico,Dogecoin
9862,2023-12-24,4,Mexico,Dogecoin
9863,2023-12-31,4,Mexico,Dogecoin
9864,2024-01-07,5,Mexico,Dogecoin
9865,2024-01-14,4,Mexico,Dogecoin
9866,2024-01-21,4,Mexico,Dogecoin
9867,2024-01-28,4,Mexico,Dogecoin
9868,2024-02-04,4,Mexico,Dogecoin
9869,2024-02-11,4,Mexico,Dogecoin
9870,2024-02-18,3,Mexico,Dogecoin
9871,2024-02-25,8,Mexico,Dogecoin
9872,2024-03-03,11,Mexico,Dogecoin
9873,2024-03-10,8,Mexico,Dogecoin
9874,2024-03-17,6,Mexico,Dogecoin
9875,2024-03-24,9,Mexico,Dogecoin
9876,2024-03-31,7,Mexico,Dogecoin
9877,2024-04-07,6,Mexico,Dogecoin
9878,2024-04-14,5,Mexico,Dogecoin
9879,2024-04-21,5,Mexico,Dogecoin
9880,2024-04-28,4,Mexico,Dogecoin
9881,2024-05-05,4,Mexico,Dogecoin
9882,2024-05-12,4,Mexico,Dogecoin
9883,2024-05-19,14,Mexico,Dogecoin
9884,2024-05-26,7,Mexico,Dogecoin
9885,2024-06-02,4,Mexico,Dogecoin
9886,2024-06-09,5,Mexico,Dogecoin
9887,2024-06-16,5,Mexico,Dogecoin
9888,2024-06-23,6,Mexico,Dogecoin
9889,2024-06-30,5,Mexico,Dogecoin
9890,2024-07-07,4,Mexico,Dogecoin
9891,2024-07-14,5,Mexico,Dogecoin
9892,2024-07-21,4,Mexico,Dogecoin
9893,2024-07-28,4,Mexico,Dogecoin
9894,2024-08-04,5,Mexico,Dogecoin
9895,2024-08-11,4,Mexico,Dogecoin
9896,2024-08-18,4,Mexico,Dogecoin
9897,2024-08-25,4,Mexico,Dogecoin
9898,2024-09-01,3,Mexico,Dogecoin
9899,2024-09-08,4,Mexico,Dogecoin
9900,2024-09-15,4,Mexico,Dogecoin
9901,2024-09-22,4,Mexico,Dogecoin
9902,2024-09-29,4,Mexico,Dogecoin
9903,2024-10-06,4,Mexico,Dogecoin
9904,2024-10-13,4,Mexico,Dogecoin
9905,2024-10-20,4,Mexico,Dogecoin
9906,2024-10-27,6,Mexico,Dogecoin
9907,2024-11-03,9,Mexico,Dogecoin
9908,2024-11-10,35,Mexico,Dogecoin
9909,2024-11-17,22,Mexico,Dogecoin
9910,2024-11-24,19,Mexico,Dogecoin
9911,2024-12-01,18,Mexico,Dogecoin
9912,2024-12-08,16,Mexico,Dogecoin
9913,2024-12-15,16,Mexico,Dogecoin
9914,2024-12-22,19,Mexico,Dogecoin
9915,2024-12-29,19,Mexico,Dogecoin
9916,2025-01-05,17,Mexico,Dogecoin
9917,2025-01-12,17,Mexico,Dogecoin
9918,2025-01-19,22,Mexico,Dogecoin
9919,2025-01-26,13,Mexico,Dogecoin
9920,2025-02-02,19,Mexico,Dogecoin
9921,2025-02-09,19,Mexico,Dogecoin
9922,2025-02-16,20,Mexico,Dogecoin
9923,2025-02-23,14,Mexico,Dogecoin
9924,2025-03-02,11,Mexico,Dogecoin
9925,2025-03-09,9,Mexico,Dogecoin
9926,2025-03-16,8,Mexico,Dogecoin
9927,2025-03-23,8,Mexico,Dogecoin
9928,2025-03-30,8,Mexico,Dogecoin
9929,2025-04-06,7,Mexico,Dogecoin
9930,2025-04-13,6,Mexico,Dogecoin
9931,2025-04-20,8,Mexico,Dogecoin
9932,2025-04-27,5,Mexico,Dogecoin
9933,2025-05-04,5,Mexico,Dogecoin
9934,2025-05-11,7,Mexico,Dogecoin
9935,2025-05-18,6,Mexico,Dogecoin
9936,2025-05-25,6,Mexico,Dogecoin
9937,2025-06-01,6,Mexico,Dogecoin
9938,2025-06-08,6,Mexico,Dogecoin
9939,2025-06-15,5,Mexico,Dogecoin
9940,2025-06-22,6,Mexico,Dogecoin
9941,2025-06-29,6,Mexico,Dogecoin
9942,2025-07-06,6,Mexico,Dogecoin
9943,2025-07-13,7,Mexico,Dogecoin
9944,2025-07-20,7,Mexico,Dogecoin
9945,2025-07-27,6,Mexico,Dogecoin
9946,2025-08-03,5,Mexico,Dogecoin
9947,2025-08-10,5,Mexico,Dogecoin
9948,2025-08-17,5,Mexico,Dogecoin
9949,2025-08-24,6,Mexico,Dogecoin
9950,2025-08-31,4,Mexico,Dogecoin
9951,2025-09-07,5,Mexico,Dogecoin
9952,2025-09-14,5,Mexico,Dogecoin
9953,2025-09-21,5,Mexico,Dogecoin
9954,2025-09-28,5,Mexico,Dogecoin
9955,2025-10-05,5,Mexico,Dogecoin
9956,2020-10-04,0,Singapore,Dogecoin
9957,2020-10-11,0,Singapore,Dogecoin
9958,2020-10-18,0,Singapore,Dogecoin
9959,2020-10-25,0,Singapore,Dogecoin
9960,2020-11-01,0,Singapore,Dogecoin
9961,2020-11-08,0,Singapore,Dogecoin
9962,2020-11-15,0,Singapore,Dogecoin
9963,2020-11-22,0,Singapore,Dogecoin
9964,2020-11-29,0,Singapore,Dogecoin
9965,2020-12-06,0,Singapore,Dogecoin
9966,2020-12-13,0,Singapore,Dogecoin
9967,2020-12-20,1,Singapore,Dogecoin
9968,2020-12-27,1,Singapore,Dogecoin
9969,2021-01-03,3,Singapore,Dogecoin
9970,2021-01-10,1,Singapore,Dogecoin
9971,2021-01-17,1,Singapore,Dogecoin
9972,2021-01-24,25,Singapore,Dogecoin
9973,2021-01-31,31,Singapore,Dogecoin
9974,2021-02-07,36,Singapore,Dogecoin
9975,2021-02-14,17,Singapore,Dogecoin
9976,2021-02-21,11,Singapore,Dogecoin
9977,2021-02-28,4,Singapore,Dogecoin
9978,2021-03-07,6,Singapore,Dogecoin
9979,2021-03-14,7,Singapore,Dogecoin
9980,2021-03-21,4,Singapore,Dogecoin
9981,2021-03-28,5,Singapore,Dogecoin
9982,2021-04-04,5,Singapore,Dogecoin
9983,2021-04-11,47,Singapore,Dogecoin
9984,2021-04-18,60,Singapore,Dogecoin
9985,2021-04-25,29,Singapore,Dogecoin
9986,2021-05-02,82,Singapore,Dogecoin
9987,2021-05-09,100,Singapore,Dogecoin
9988,2021-05-16,45,Singapore,Dogecoin
9989,2021-05-23,25,Singapore,Dogecoin
9990,2021-05-30,24,Singapore,Dogecoin
9991,2021-06-06,15,Singapore,Dogecoin
9992,2021-06-13,11,Singapore,Dogecoin
9993,2021-06-20,16,Singapore,Dogecoin
9994,2021-06-27,11,Singapore,Dogecoin
9995,2021-07-04,10,Singapore,Dogecoin
9996,2021-07-11,7,Singapore,Dogecoin
9997,2021-07-18,7,Singapore,Dogecoin
9998,2021-07-25,6,Singapore,Dogecoin
9999,2021-08-01,5,Singapore,Dogecoin
10000,2021-08-08,8,Singapore,Dogecoin
10001,2021-08-15,9,Singapore,Dogecoin
10002,2021-08-22,7,Singapore,Dogecoin
10003,2021-08-29,6,Singapore,Dogecoin
10004,2021-09-05,6,Singapore,Dogecoin
10005,2021-09-12,5,Singapore,Dogecoin
10006,2021-09-19,5,Singapore,Dogecoin
10007,2021-09-26,4,Singapore,Dogecoin
10008,2021-10-03,6,Singapore,Dogecoin
10009,2021-10-10,6,Singapore,Dogecoin
10010,2021-10-17,7,Singapore,Dogecoin
10011,2021-10-24,13,Singapore,Dogecoin
10012,2021-10-31,10,Singapore,Dogecoin
10013,2021-11-07,7,Singapore,Dogecoin
10014,2021-11-14,7,Singapore,Dogecoin
10015,2021-11-21,5,Singapore,Dogecoin
10016,2021-11-28,6,Singapore,Dogecoin
10017,2021-12-05,4,Singapore,Dogecoin
10018,2021-12-12,9,Singapore,Dogecoin
10019,2021-12-19,4,Singapore,Dogecoin
10020,2021-12-26,5,Singapore,Dogecoin
10021,2022-01-02,4,Singapore,Dogecoin
10022,2022-01-09,8,Singapore,Dogecoin
10023,2022-01-16,6,Singapore,Dogecoin
10024,2022-01-23,5,Singapore,Dogecoin
10025,2022-01-30,6,Singapore,Dogecoin
10026,2022-02-06,5,Singapore,Dogecoin
10027,2022-02-13,3,Singapore,Dogecoin
10028,2022-02-20,3,Singapore,Dogecoin
10029,2022-02-27,3,Singapore,Dogecoin
10030,2022-03-06,2,Singapore,Dogecoin
10031,2022-03-13,2,Singapore,Dogecoin
10032,2022-03-20,3,Singapore,Dogecoin
10033,2022-03-27,3,Singapore,Dogecoin
10034,2022-04-03,3,Singapore,Dogecoin
10035,2022-04-10,3,Singapore,Dogecoin
10036,2022-04-17,2,Singapore,Dogecoin
10037,2022-04-24,4,Singapore,Dogecoin
10038,2022-05-01,3,Singapore,Dogecoin
10039,2022-05-08,5,Singapore,Dogecoin
10040,2022-05-15,4,Singapore,Dogecoin
10041,2022-05-22,3,Singapore,Dogecoin
10042,2022-05-29,3,Singapore,Dogecoin
10043,2022-06-05,2,Singapore,Dogecoin
10044,2022-06-12,4,Singapore,Dogecoin
10045,2022-06-19,4,Singapore,Dogecoin
10046,2022-06-26,2,Singapore,Dogecoin
10047,2022-07-03,2,Singapore,Dogecoin
10048,2022-07-10,2,Singapore,Dogecoin
10049,2022-07-17,2,Singapore,Dogecoin
10050,2022-07-24,2,Singapore,Dogecoin
10051,2022-07-31,2,Singapore,Dogecoin
10052,2022-08-07,2,Singapore,Dogecoin
10053,2022-08-14,3,Singapore,Dogecoin
10054,2022-08-21,2,Singapore,Dogecoin
10055,2022-08-28,1,Singapore,Dogecoin
10056,2022-09-04,2,Singapore,Dogecoin
10057,2022-09-11,2,Singapore,Dogecoin
10058,2022-09-18,2,Singapore,Dogecoin
10059,2022-09-25,2,Singapore,Dogecoin
10060,2022-10-02,2,Singapore,Dogecoin
10061,2022-10-09,2,Singapore,Dogecoin
10062,2022-10-16,1,Singapore,Dogecoin
10063,2022-10-23,3,Singapore,Dogecoin
10064,2022-10-30,6,Singapore,Dogecoin
10065,2022-11-06,4,Singapore,Dogecoin
10066,2022-11-13,3,Singapore,Dogecoin
10067,2022-11-20,2,Singapore,Dogecoin
10068,2022-11-27,2,Singapore,Dogecoin
10069,2022-12-04,2,Singapore,Dogecoin
10070,2022-12-11,1,Singapore,Dogecoin
10071,2022-12-18,2,Singapore,Dogecoin
10072,2022-12-25,2,Singapore,Dogecoin
10073,2023-01-01,2,Singapore,Dogecoin
10074,2023-01-08,2,Singapore,Dogecoin
10075,2023-01-15,2,Singapore,Dogecoin
10076,2023-01-22,1,Singapore,Dogecoin
10077,2023-01-29,2,Singapore,Dogecoin
10078,2023-02-05,1,Singapore,Dogecoin
10079,2023-02-12,1,Singapore,Dogecoin
10080,2023-02-19,1,Singapore,Dogecoin
10081,2023-02-26,1,Singapore,Dogecoin
10082,2023-03-05,1,Singapore,Dogecoin
10083,2023-03-12,1,Singapore,Dogecoin
10084,2023-03-19,1,Singapore,Dogecoin
10085,2023-03-26,1,Singapore,Dogecoin
10086,2023-04-02,6,Singapore,Dogecoin
10087,2023-04-09,2,Singapore,Dogecoin
10088,2023-04-16,2,Singapore,Dogecoin
10089,2023-04-23,2,Singapore,Dogecoin
